text,item
Thinking of the Treaty/superior objective,2
Other ways to check - train etc.,2
Cancellations,2
Listening to music before/during flight,2
Pleasant place to book First Class,2
Make your journey pleasant,2
do not fly & show companies that there are alternative forms of mobility,2
Secret flight fear & refer to CO2 imprint,2
ball out & fly with tranquilizers,2
fly & prevent deportation,2
quit because no desire for such a job,2
I'll get some tranquilizers,2
I'm looking for someone to help me with my fear,2
I ignore the fear,2
I would like to thank the Treaty and the fact that it is more important than my fear of flying.,2
I try to get to the place differently than by plane,2
I'm getting information about security.,2
I hear music or a podcast.,2
I travel with a person I trust,2
I'm looking for alternative routes.,2
I'm trying to sleep.,2
I'm looking out the window.,2
I'm watching the reaction of the flight attendants.,2
I'm taking soothing medication.,2
I look at statistics in which aircraft accidents are very unlikely,2
I'm reading flight safety protocols to prepare for the worst,2
I pack a bag with stuffed animal and snacks and headphones as a calming aid,2
I close my eyes at the start and listen to music,2
I'll cancel the appointment,2
I'm making up an excuse not to have to go,2
I find other ways to get there,2
I overcome my fear of flying,2
I'm telling myself I'm gonna find another job,2
I'm doing therapy to put my fear behind me,2
I make a recommendation for one of my current colleagues,2
Traveling with other means of transport,2
Do Not Accept Job,2
Doing therapy,2
Just fly anyway,2
I try to find an alternative way to get there,2
I'm flying with a close person,2
I'm taking tranquilizers,2
I refuse the job,2
I'm doing a therapy against fear of flying,2
I'm applying for a better job,2
Execute relaxation exercises,2
Try to convince me of the irrationality of my fear,2
Calling a close family member/good friend,2
Nothing to eat that's heavy in the stomach,2
Listening to an audiobook/reading a book,2
Try to calm me down and talk me into myself,2
"if does not help, talk to others again",2
"Say it's a one-time chance I have to take now - No risk, no fun",2
Distracting with music,2
Psychologists/Psychiatrists before visiting > ev. medications,2
focus on the objective (contract) and think about the possibilities,2
Use other means of transport (if possible),2
Inform me about airplanes,2
car accidents happen more often than aircraft crashes,2
"Calming down (breathing consciously, music)",2
Talk to friends,2
Contact the air carrier,2
before regularly drive to the airport > Confrontation,2
Break me up with fear.,2
Find another way to reach the place.,2
Reject the contract.,2
Take tranquilizers to fly.,2
See if there are other transport alternatives,2
Stop and stay calm,2
Share my situation with the boss,2
Pursuing My Fear to the Bottom,2
Doing things before that calm me down,2
Find an item that calms me down (Teddy or something like that),2
I inform myself about methods for dealing with anxiety,2
I'm talking about my fear,2
I inform myself about the topic of fear of flight,2
I'm thinking about the contract in flight,2
I'm trying to distract myself,2
I inform myself about flying,2
Visiting Psychologists,2
Select other means of transport,2
fly and survive fear,2
Do not fly,2
Reject contract,2
Questions whether video calls are not possible.,2
"Calming methods, learning to breathe",2
soothing medications,2
Take with you a person of trust,2
Search,2
relax,2
distract,2
Counting Reasons Why Flying Is Safe,2
Call your girlfriend and talk about it,2
Reject contract,2
don't think about it,2
"""what's going to happen?""",2
I'm trying to ignore that I'm afraid of flying,2
"I'm trying to find out what the statistics look like, from plane crashes",2
I inform myself exactly about the airline and the flight,2
I'm trying to calm down,2
I keep reminding myself of the highly coveted contract and just try to think about positive things,2
I remember situations where I've already overcome my fear.,2
Buying a Sleeping Agent,2
Find advice/therapy against fear of flight,2
An Enlightenment Video on Flying Safety,2
Flying with a close friend,2
Interpreting fear as anticipation,2
"List, recapitulate the positive side of the contract/journey",2
I'm looking for alternative transport options,2
I reject the contract,2
"I face my fear, Floading > Healing?",2
I'm looking for ways to make the flight more comfortable,2
I'm working on my fear before,2
I still do it =),2
I'm asking someone if he/she's flying with me,2
"I'll see if you can get there differently (train, car,...)",2
I plan it all out in case I miss a flight because of fear,2
"I ask at the company whether one could possibly ""get together in the middle"".",2
I reject the contract,2
I'm researching on the Internet how to overcome fear of flying,2
I'm looking for a psychologist to overcome my fear of flying,2
I'm researching if other transport options are best,2
I talk to friends and relatives about the problem,2
"I am looking for alternatives (railway,...)",2
I ask a trusted person to fly with me (a shared suffering is half suffering),2
I ask the company if there are other places,2
I need therapy in advance to relieve fear of flight,2
I visit a flight simulator several times in advance,2
I'm looking for possible alternatives to the contract,2
I say to myself that the contract is not sooo great,2
I give myself thought time,2
Trying to sleep during flight,2
Try to distract me during flight,2
Courage to speak,2
Talk to the familiar before,2
While Flight Mantra Say,2
Flying with a familiar person,2
Sleeping agent/settlement agent,2
Thinking about how good contract is,2
Check the train connection,2
Make therapy for fear of flight.,2
I don't want the work.,2
Take tranquilizers before the flight.,2
Look for alternatives like train.,2
Inform me about the safety of aircraft and work against it with rational arguments.,2
"Talking to friends/family, whether someone is afraid of flying and thinking strategies",2
Search the Internet for strategies against fear of flight.,2
Questions as to whether work could be done remotely.,2
Take soothing drops,2
Take a friend with you,2
inform yourself about risks,2
deep breath,2
"I distract (films, music, etc.)",2
"find another way to the place (train,...)",2
Reject and don't fly,2
Still flying and being afraid,2
Treatment of Anxiety,2
Take a familiar companion with you,2
Distract music during the flight,2
Take calming medications,2
Make friends with neighbors during the flight,2
"Other means of transport choose e.g. train, ship",2
Calm down with a therapeutic approach,2
Buy Therapy Book,2
Planning therapy talk,2
Focus on the great job prospects,2
Meditation,2
Positive thoughts,2
Hot meal,2
Image of a new workplace,2
